------------------------------------------------------------------
  Running MRIQC version 24.1.0.dev15+g9586c867.d20240825
  ----------------------------------------------------------------

  NOTICE
  Copyright © The NiPreps Developers.
  
  This product includes software developed by
  the NiPreps Community (https://nipreps.org/).
  
  Portions of this software were developed at the Department of
  Psychology at Stanford University, Stanford, CA, US.
  
  This software contains code ultimately derived from the
  PCP Quality Assessment Protocol (QAP;
  http://preprocessed-connectomes-project.org/quality-assessment-protocol)
  by C. Craddock, S. Giavasis, D. Clark, Z. Shezhad, and J. Pellman.
  
  This software is also distributed as a Docker container image.
  The bootstrapping file for the image ("Dockerfile") is licensed
  under the MIT License.

  ----------------------------------------------------------------

  * BIDS dataset path: /data/datasets/bootcamp/bids.
  * Output folder: /data/derivatives/bootcamp-geneva/mriqc-24.0.2.
  * Analysis levels: ['participant'].
------------------------------------------------------------------

2024-08-27 14:34:57 | IMPORTANT | mriqc            | Extracting metadata and entities for 10 input runs of modality 't1w'...
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_background" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/f86f8754aad403807b218fe1f398b214811c5226/ds_report_background".
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Executing "ds_report_background" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Finished "ds_report_background", elapsed time 0.003319s.
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_background" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/5afe8f4ad82c88d971e552d06605f32a2b3d0543/ds_report_background".
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Executing "ds_report_background" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Finished "ds_report_background", elapsed time 0.004762s.
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_background" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/f8ba9f2066d13b5ab86031655ba798726c328eaa/ds_report_background".
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Executing "ds_report_background" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Finished "ds_report_background", elapsed time 0.003482s.
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_background" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/4315b79dfd7643ab3e88bae9ac31e12f739873b6/ds_report_background".
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Executing "ds_report_background" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:35:22 | INFO     | nipype.workflow  | [Node] Finished "ds_report_background", elapsed time 0.003428s.
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_background" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/f5def0b8d16e1fbd4960d76da0227ab4dbf325d7/ds_report_background".
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Executing "ds_report_background" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Finished "ds_report_background", elapsed time 0.011046s.
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_background" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/a8d4a18518762112c7ab85125bd9c84dc6c78870/ds_report_background".
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Executing "ds_report_background" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Finished "ds_report_background", elapsed time 0.009611s.
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_background" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/61e0d4df823c9e721bf63f8bf41817a9f267e7c2/ds_report_background".
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Executing "ds_report_background" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Finished "ds_report_background", elapsed time 0.003397s.
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_background" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/8750476f108d492831d9900e0c0165e58fad615e/ds_report_background".
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Executing "ds_report_background" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Finished "ds_report_background", elapsed time 0.010614s.
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_background" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/195abf2324e04ae7ff3c6fed30a3f1710275629c/ds_report_background".
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Executing "ds_report_background" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Finished "ds_report_background", elapsed time 0.003384s.
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_background" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/449cc76aaa167559c5884072b89b5b99f1b248b5/ds_report_background".
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Executing "ds_report_background" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:35:23 | INFO     | nipype.workflow  | [Node] Finished "ds_report_background", elapsed time 0.006863s.
2024-08-27 14:35:58 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/5b174b6e40e2d8672c753b4b2eb0dc22572615c7/ds_report_zoomed".
2024-08-27 14:35:58 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:35:58 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003547s.
2024-08-27 14:36:00 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/51dfa8031b64627a3032c526dfae3be824256991/ds_report_zoomed".
2024-08-27 14:36:00 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:00 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003585s.
2024-08-27 14:36:02 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/6f020d2391c23943afd6042239b657abcecb3a85/ds_report_zoomed".
2024-08-27 14:36:02 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:02 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003564s.
2024-08-27 14:36:04 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/f2fd5fce673e2a79ac67a523475ae8daea90b267/ds_report_zoomed".
2024-08-27 14:36:04 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:04 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003563s.
2024-08-27 14:36:06 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/21fa3374246df864c3f4b18a02f2a1913cda6bea/ds_report_zoomed".
2024-08-27 14:36:06 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:06 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003485s.
2024-08-27 14:36:08 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/f86f8754aad403807b218fe1f398b214811c5226/ds_report_zoomed".
2024-08-27 14:36:08 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:08 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003461s.
2024-08-27 14:36:10 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/5afe8f4ad82c88d971e552d06605f32a2b3d0543/ds_report_zoomed".
2024-08-27 14:36:10 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:10 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.00357s.
2024-08-27 14:36:12 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/f8ba9f2066d13b5ab86031655ba798726c328eaa/ds_report_zoomed".
2024-08-27 14:36:12 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:12 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003515s.
2024-08-27 14:36:14 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/4315b79dfd7643ab3e88bae9ac31e12f739873b6/ds_report_zoomed".
2024-08-27 14:36:14 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:14 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003473s.
2024-08-27 14:36:16 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/f5def0b8d16e1fbd4960d76da0227ab4dbf325d7/ds_report_zoomed".
2024-08-27 14:36:16 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:16 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003568s.
2024-08-27 14:36:18 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/a8d4a18518762112c7ab85125bd9c84dc6c78870/ds_report_zoomed".
2024-08-27 14:36:18 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:18 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003405s.
2024-08-27 14:36:20 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/61e0d4df823c9e721bf63f8bf41817a9f267e7c2/ds_report_zoomed".
2024-08-27 14:36:20 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:20 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003409s.
2024-08-27 14:36:22 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/8750476f108d492831d9900e0c0165e58fad615e/ds_report_zoomed".
2024-08-27 14:36:22 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:22 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003331s.
2024-08-27 14:36:24 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/195abf2324e04ae7ff3c6fed30a3f1710275629c/ds_report_zoomed".
2024-08-27 14:36:24 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:24 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003351s.
2024-08-27 14:36:26 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.anat_report_wf.ds_report_zoomed" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/anat_report_wf/449cc76aaa167559c5884072b89b5b99f1b248b5/ds_report_zoomed".
2024-08-27 14:36:26 | INFO     | nipype.workflow  | [Node] Executing "ds_report_zoomed" <mriqc.interfaces.DerivativesDataSink>
2024-08-27 14:36:26 | INFO     | nipype.workflow  | [Node] Finished "ds_report_zoomed", elapsed time 0.003405s.
2024-08-27 14:36:56 | INFO     | nipype.workflow  | [Node] Setting-up "_apply_hmc0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/fMRI_HMC/913f5568a8d3bc22fee4c5b3fb6da9abd9be9a6d/apply_hmc/mapflow/_apply_hmc0".
2024-08-27 14:36:56 | INFO     | nipype.workflow  | [Node] Executing "_apply_hmc0" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:38:24 | INFO     | nipype.workflow  | [Node] Finished "_apply_hmc0", elapsed time 88.082955s.
2024-08-27 14:38:26 | INFO     | nipype.workflow  | [Node] Setting-up "_apply_hmc0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/fMRI_HMC/24745e42b20d0ec47d2e860f3075d3f2f8c59c84/apply_hmc/mapflow/_apply_hmc0".
2024-08-27 14:38:26 | INFO     | nipype.workflow  | [Node] Executing "_apply_hmc0" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:39:58 | INFO     | nipype.workflow  | [Node] Finished "_apply_hmc0", elapsed time 92.187804s.
2024-08-27 14:40:00 | INFO     | nipype.workflow  | [Node] Setting-up "_apply_hmc0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/fMRI_HMC/61fff1bd048ee54f0992a517acee9a388fd1bf58/apply_hmc/mapflow/_apply_hmc0".
2024-08-27 14:40:00 | INFO     | nipype.workflow  | [Node] Executing "_apply_hmc0" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:41:27 | INFO     | nipype.workflow  | [Node] Finished "_apply_hmc0", elapsed time 87.336372s.
2024-08-27 14:41:28 | INFO     | nipype.workflow  | [Node] Setting-up "_apply_hmc0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/fMRI_HMC/7e8f4609877855d5d7181371c10411fc8fd2516e/apply_hmc/mapflow/_apply_hmc0".
2024-08-27 14:41:28 | INFO     | nipype.workflow  | [Node] Executing "_apply_hmc0" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:43:02 | INFO     | nipype.workflow  | [Node] Finished "_apply_hmc0", elapsed time 94.63392s.
2024-08-27 14:43:04 | INFO     | nipype.workflow  | [Node] Setting-up "_apply_hmc0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/fMRI_HMC/a6e2c6ae92205164aa7fe4420b709c4ace78349f/apply_hmc/mapflow/_apply_hmc0".
2024-08-27 14:43:04 | INFO     | nipype.workflow  | [Node] Executing "_apply_hmc0" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:44:31 | INFO     | nipype.workflow  | [Node] Finished "_apply_hmc0", elapsed time 87.113358s.
2024-08-27 14:44:32 | INFO     | nipype.workflow  | [Node] Setting-up "_apply_hmc0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/fMRI_HMC/b1070a460fd461ba2e96bf25ce17ecc719863716/apply_hmc/mapflow/_apply_hmc0".
2024-08-27 14:44:32 | INFO     | nipype.workflow  | [Node] Executing "_apply_hmc0" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:46:04 | INFO     | nipype.workflow  | [Node] Finished "_apply_hmc0", elapsed time 92.798749s.
2024-08-27 14:46:06 | INFO     | nipype.workflow  | [Node] Setting-up "_apply_hmc0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/fMRI_HMC/82bde57bd4bef35e9a968fb9ce2de6a2af484897/apply_hmc/mapflow/_apply_hmc0".
2024-08-27 14:46:06 | INFO     | nipype.workflow  | [Node] Executing "_apply_hmc0" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:47:32 | INFO     | nipype.workflow  | [Node] Finished "_apply_hmc0", elapsed time 86.39675s.
2024-08-27 14:47:34 | INFO     | nipype.workflow  | [Node] Setting-up "_apply_hmc0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/fMRI_HMC/3f1bf774d384ea4904acca0744bad839d73c1197/apply_hmc/mapflow/_apply_hmc0".
2024-08-27 14:47:34 | INFO     | nipype.workflow  | [Node] Executing "_apply_hmc0" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:49:08 | INFO     | nipype.workflow  | [Node] Finished "_apply_hmc0", elapsed time 94.152347s.
2024-08-27 14:49:10 | INFO     | nipype.workflow  | [Node] Setting-up "_apply_hmc0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/fMRI_HMC/44569da609f379dbea7ab7e108679b81bbc6a72a/apply_hmc/mapflow/_apply_hmc0".
2024-08-27 14:49:10 | INFO     | nipype.workflow  | [Node] Executing "_apply_hmc0" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:50:37 | INFO     | nipype.workflow  | [Node] Finished "_apply_hmc0", elapsed time 87.495464s.
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.SpatialNormalization.SpatialNormalization" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5b174b6e40e2d8672c753b4b2eb0dc22572615c7/SpatialNormalization".
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.synthstrip_wf.final_masked" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/synthstrip_wf/449cc76aaa167559c5884072b89b5b99f1b248b5/final_masked".
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Executing "SpatialNormalization" <niworkflows.interfaces.reportlets.registration.SpatialNormalizationRPT>
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Executing "final_masked" <niworkflows.interfaces.nibabel.ApplyMask>
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Setting-up "_compute_tsnr0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/d14ee75e3c7e8f6cfbb0ce77fed0548d70220527/compute_tsnr/mapflow/_compute_tsnr0".
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Executing "_compute_tsnr0" <nipype.algorithms.confounds.TSNR>
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Setting-up "_mean0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/d14ee75e3c7e8f6cfbb0ce77fed0548d70220527/mean/mapflow/_mean0".
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Setting-up "_quality0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/ComputeIQMs/d14ee75e3c7e8f6cfbb0ce77fed0548d70220527/quality/mapflow/_quality0".
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Setting-up "_compute_tsnr0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/913f5568a8d3bc22fee4c5b3fb6da9abd9be9a6d/compute_tsnr/mapflow/_compute_tsnr0".
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Setting-up "_mean0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/913f5568a8d3bc22fee4c5b3fb6da9abd9be9a6d/mean/mapflow/_mean0".
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Executing "_mean0" <nipype.interfaces.afni.utils.TStat>
2024-08-27 14:50:38 | INFO     | nipype.workflow  | [Node] Setting-up "_mean0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/funcMRIQC/24745e42b20d0ec47d2e860f3075d3f2f8c59c84/mean/mapflow/_mean0".
